date,usage_cpu,usage_storage,users_active,economic_index,cloud_market_demand,holiday,region_East US,region_North Europe,region_Southeast Asia,region_West US,resource_type_Container,resource_type_Storage,resource_type_VM
2023-01-31,74,1492,310,95.21,0.98,0,0,1,0,0,0,0,1
2023-01-31,89,1327,370,95.21,0.98,0,0,1,0,0,0,1,0
2023-01-31,61,1503,332,95.21,0.98,0,0,1,0,0,1,0,0
2023-01-31,86,626,305,95.21,0.98,0,0,0,1,0,0,0,1
2023-01-31,98,1103,486,95.21,0.98,0,0,0,1,0,0,1,0
2023-01-31,58,1513,250,95.21,0.98,0,0,0,1,0,1,0,0
2023-02-01,78,1985,495,88.94,0.88,0,1,0,0,0,0,0,1
2023-02-01,90,1278,456,88.94,0.88,0,1,0,0,0,0,1,0
2023-02-01,95,1928,309,88.94,0.88,0,1,0,0,0,1,0,0
2023-02-01,85,1705,200,88.94,0.88,0,0,0,0,1,0,0,1
2023-02-01,89,1160,336,88.94,0.88,0,0,0,0,1,0,1,0
2023-02-01,59,1959,316,88.94,0.88,0,0,0,0,1,1,0,0
2023-02-01,75,1436,490,88.94,0.88,0,0,1,0,0,0,0,1
2023-02-01,74,574,493,88.94,0.88,0,0,1,0,0,0,1,0
2023-02-01,51,1733,216,88.94,0.88,0,0,1,0,0,1,0,0
2023-02-01,92,1454,450,88.94,0.88,0,0,0,1,0,0,0,1
2023-02-01,73,524,379,88.94,0.88,0,0,0,1,0,0,1,0
2023-02-01,55,1684,376,88.94,0.88,0,0,0,1,0,1,0,0
2023-02-02,78,562,349,108.13,1.14,0,1,0,0,0,0,0,1
2023-02-02,75,655,248,108.13,1.14,0,1,0,0,0,0,1,0
2023-02-02,56,1348,283,108.13,1.14,0,1,0,0,0,1,0,0
2023-02-02,90,1188,347,108.13,1.14,0,0,0,0,1,0,0,1
2023-02-02,71,975,262,108.13,1.14,0,0,0,0,1,0,1,0
2023-02-02,89,1060,456,108.13,1.14,0,0,0,0,1,1,0,0
2023-02-02,81,1664,414,108.13,1.14,0,0,1,0,0,0,0,1
2023-02-02,68,1841,231,108.13,1.14,0,0,1,0,0,0,1,0
2023-02-02,79,784,485,108.13,1.14,0,0,1,0,0,1,0,0
2023-02-02,65,1947,218,108.13,1.14,0,0,0,1,0,0,0,1
2023-02-02,67,1268,277,108.13,1.14,0,0,0,1,0,0,1,0
2023-02-02,96,1509,393,108.13,1.14,0,0,0,1,0,1,0,0
2023-02-03,77,1636,313,99.28,1.1,0,1,0,0,0,0,0,1
2023-02-03,79,1446,331,99.28,1.1,0,1,0,0,0,0,1,0
2023-02-03,50,1787,254,99.28,1.1,0,1,0,0,0,1,0,0
2023-02-03,88,1299,465,99.28,1.1,0,0,0,0,1,0,0,1
2023-02-03,59,661,286,99.28,1.1,0,0,0,0,1,0,1,0
2023-02-03,77,1701,207,99.28,1.1,0,0,0,0,1,1,0,0
2023-02-03,50,812,446,99.28,1.1,0,0,1,0,0,0,0,1
2023-02-03,52,942,454,99.28,1.1,0,0,1,0,0,0,1,0
2023-02-03,57,1577,448,99.28,1.1,0,0,1,0,0,1,0,0
2023-02-03,96,1752,266,99.28,1.1,0,0,0,1,0,0,0,1
2023-02-03,82,1506,463,99.28,1.1,0,0,0,1,0,0,1,0
2023-02-03,83,595,287,99.28,1.1,0,0,0,1,0,1,0,0
2023-02-04,63,1811,319,103.62,0.94,1,1,0,0,0,0,0,1
2023-02-04,95,990,364,103.62,0.94,1,1,0,0,0,0,1,0
2023-02-04,70,1409,422,103.62,0.94,1,1,0,0,0,1,0,0
2023-02-04,97,506,462,103.62,0.94,1,0,0,0,1,0,0,1
2023-02-04,82,650,284,103.62,0.94,1,0,0,0,1,0,1,0
2023-02-04,68,1904,235,103.62,0.94,1,0,0,0,1,1,0,0
2023-02-04,78,1199,281,103.62,0.94,1,0,1,0,0,0,0,1
2023-02-04,51,1314,396,103.62,0.94,1,0,1,0,0,0,1,0
2023-02-04,69,1245,394,103.62,0.94,1,0,1,0,0,1,0,0
2023-02-04,72,1642,219,103.62,0.94,1,0,0,1,0,0,0,1
2023-02-04,54,1304,455,103.62,0.94,1,0,0,1,0,0,1,0
2023-02-04,79,1404,425,103.62,0.94,1,0,0,1,0,1,0,0
2023-02-05,93,1353,479,103.61,1.15,1,1,0,0,0,0,0,1
2023-02-05,66,1213,357,103.61,1.15,1,1,0,0,0,0,1,0
2023-02-05,95,627,423,103.61,1.15,1,1,0,0,0,1,0,0
2023-02-05,66,1638,408,103.61,1.15,1,0,0,0,1,0,0,1
2023-02-05,63,1020,239,103.61,1.15,1,0,0,0,1,0,1,0
2023-02-05,51,736,480,103.61,1.15,1,0,0,0,1,1,0,0
2023-02-05,88,1724,445,103.61,1.15,1,0,1,0,0,0,0,1
2023-02-05,71,1758,203,103.61,1.15,1,0,1,0,0,0,1,0
2023-02-05,75,941,228,103.61,1.15,1,0,1,0,0,1,0,0
2023-02-05,94,1109,414,103.61,1.15,1,0,0,1,0,0,0,1
2023-02-05,86,574,345,103.61,1.15,1,0,0,1,0,0,1,0
2023-02-05,70,541,240,103.61,1.15,1,0,0,1,0,1,0,0
2023-02-06,87,533,216,99.64,1.16,0,1,0,0,0,0,0,1
2023-02-06,86,1676,275,99.64,1.16,0,1,0,0,0,0,1,0
2023-02-06,72,841,226,99.64,1.16,0,1,0,0,0,1,0,0
2023-02-06,80,1145,418,99.64,1.16,0,0,0,0,1,0,0,1
2023-02-06,89,1109,467,99.64,1.16,0,0,0,0,1,0,1,0
2023-02-06,94,1320,372,99.64,1.16,0,0,0,0,1,1,0,0
2023-02-06,66,1421,389,99.64,1.16,0,0,1,0,0,0,0,1
2023-02-06,95,629,392,99.64,1.16,0,0,1,0,0,0,1,0
2023-02-06,85,1894,481,99.64,1.16,0,0,1,0,0,1,0,0
2023-02-06,78,648,466,99.64,1.16,0,0,0,1,0,0,0,1
2023-02-06,89,510,363,99.64,1.16,0,0,0,1,0,0,1,0
2023-02-06,98,686,494,99.64,1.16,0,0,0,1,0,1,0,0
2023-02-07,89,1750,297,73.8,1.08,0,1,0,0,0,0,0,1
2023-02-07,96,1163,445,73.8,1.08,0,1,0,0,0,0,1,0
2023-02-07,71,568,488,73.8,1.08,0,1,0,0,0,1,0,0
2023-02-07,85,1250,347,73.8,1.08,0,0,0,0,1,0,0,1
2023-02-07,68,1767,400,73.8,1.08,0,0,0,0,1,0,1,0
2023-02-07,75,1973,272,73.8,1.08,0,0,0,0,1,1,0,0
2023-02-07,58,795,216,73.8,1.08,0,0,1,0,0,0,0,1
2023-02-07,50,1740,260,73.8,1.08,0,0,1,0,0,0,1,0
2023-02-07,92,541,224,73.8,1.08,0,0,1,0,0,1,0,0
2023-02-07,88,630,428,73.8,1.08,0,0,0,1,0,0,0,1
2023-02-07,93,671,301,73.8,1.08,0,0,0,1,0,0,1,0
2023-02-07,83,1023,474,73.8,1.08,0,0,0,1,0,1,0,0
2023-02-08,86,1567,216,100.87,0.97,0,1,0,0,0,0,0,1
2023-02-08,59,511,279,100.87,0.97,0,1,0,0,0,0,1,0
2023-02-08,73,838,463,100.87,0.97,0,1,0,0,0,1,0,0
2023-02-08,80,1160,280,100.87,0.97,0,0,0,0,1,0,0,1
2023-02-08,72,873,397,100.87,0.97,0,0,0,0,1,0,1,0
2023-02-08,57,965,288,100.87,0.97,0,0,0,0,1,1,0,0
2023-02-08,61,988,225,100.87,0.97,0,0,1,0,0,0,0,1
2023-02-08,96,1811,465,100.87,0.97,0,0,1,0,0,0,1,0
2023-02-08,65,1210,481,100.87,0.97,0,0,1,0,0,1,0,0
2023-02-08,70,1609,449,100.87,0.97,0,0,0,1,0,0,0,1
2023-02-08,56,834,316,100.87,0.97,0,0,0,1,0,0,1,0
2023-02-08,56,636,375,100.87,0.97,0,0,0,1,0,1,0,0
2023-02-09,57,1326,414,100.92,0.8,0,1,0,0,0,0,0,1
2023-02-09,78,1093,422,100.92,0.8,0,1,0,0,0,0,1,0
2023-02-09,79,871,302,100.92,0.8,0,1,0,0,0,1,0,0
2023-02-09,66,1682,351,100.92,0.8,0,0,0,0,1,0,0,1
2023-02-09,84,1119,387,100.92,0.8,0,0,0,0,1,0,1,0
2023-02-09,94,1621,330,100.92,0.8,0,0,0,0,1,1,0,0
2023-02-09,86,1694,382,100.92,0.8,0,0,1,0,0,0,0,1
2023-02-09,72,863,238,100.92,0.8,0,0,1,0,0,0,1,0
2023-02-09,64,996,203,100.92,0.8,0,0,1,0,0,1,0,0
2023-02-09,78,1481,409,100.92,0.8,0,0,0,1,0,0,0,1
2023-02-09,82,515,307,100.92,0.8,0,0,0,1,0,0,1,0
2023-02-09,51,810,426,100.92,0.8,0,0,0,1,0,1,0,0
2023-02-10,91,1045,450,97.8,1.04,0,1,0,0,0,0,0,1
2023-02-10,62,1664,473,97.8,1.04,0,1,0,0,0,0,1,0
2023-02-10,81,1562,228,97.8,1.04,0,1,0,0,0,1,0,0
2023-02-10,98,976,444,97.8,1.04,0,0,0,0,1,0,0,1
2023-02-10,93,1196,471,97.8,1.04,0,0,0,0,1,0,1,0
2023-02-10,93,1762,465,97.8,1.04,0,0,0,0,1,1,0,0
2023-02-10,79,1420,264,97.8,1.04,0,0,1,0,0,0,0,1
2023-02-10,79,502,341,97.8,1.04,0,0,1,0,0,0,1,0
2023-02-10,79,823,345,97.8,1.04,0,0,1,0,0,1,0,0
2023-02-10,86,931,392,97.8,1.04,0,0,0,1,0,0,0,1
2023-02-10,95,1084,339,97.8,1.04,0,0,0,1,0,0,1,0
2023-02-10,86,560,397,97.8,1.04,0,0,0,1,0,1,0,0
2023-02-11,88,1963,210,114.78,0.95,1,1,0,0,0,0,0,1
2023-02-11,62,725,352,114.78,0.95,1,1,0,0,0,0,1,0
2023-02-11,56,1063,459,114.78,0.95,1,1,0,0,0,1,0,0
2023-02-11,57,1833,442,114.78,0.95,1,0,0,0,1,0,0,1
2023-02-11,94,1889,306,114.78,0.95,1,0,0,0,1,0,1,0
2023-02-11,83,1324,417,114.78,0.95,1,0,0,0,1,1,0,0
2023-02-11,90,1252,458,114.78,0.95,1,0,1,0,0,0,0,1
2023-02-11,55,553,246,114.78,0.95,1,0,1,0,0,0,1,0
2023-02-11,72,1188,208,114.78,0.95,1,0,1,0,0,1,0,0
2023-02-11,84,1543,440,114.78,0.95,1,0,0,1,0,0,0,1
2023-02-11,91,918,377,114.78,0.95,1,0,0,1,0,0,1,0
2023-02-11,67,561,344,114.78,0.95,1,0,0,1,0,1,0,0
2023-02-12,73,502,359,91.92,0.95,1,1,0,0,0,0,0,1
2023-02-12,84,1280,319,91.92,0.95,1,1,0,0,0,0,1,0
2023-02-12,96,1612,267,91.92,0.95,1,1,0,0,0,1,0,0
2023-02-12,63,1880,297,91.92,0.95,1,0,0,0,1,0,0,1
2023-02-12,60,1451,322,91.92,0.95,1,0,0,0,1,0,1,0
2023-02-12,77,1718,425,91.92,0.95,1,0,0,0,1,1,0,0
2023-02-12,61,669,208,91.92,0.95,1,0,1,0,0,0,0,1
2023-02-12,64,539,224,91.92,0.95,1,0,1,0,0,0,1,0
2023-02-12,54,1918,425,91.92,0.95,1,0,1,0,0,1,0,0
2023-02-12,73,1647,237,91.92,0.95,1,0,0,1,0,0,0,1
2023-02-12,57,1774,375,91.92,0.95,1,0,0,1,0,0,1,0
2023-02-12,75,1413,236,91.92,0.95,1,0,0,1,0,1,0,0
2023-02-13,97,1472,483,109.15,1.03,0,1,0,0,0,0,0,1
2023-02-13,54,1472,280,109.15,1.03,0,1,0,0,0,0,1,0
2023-02-13,99,1563,423,109.15,1.03,0,1,0,0,0,1,0,0
2023-02-13,78,614,385,109.15,1.03,0,0,0,0,1,0,0,1
2023-02-13,52,1563,239,109.15,1.03,0,0,0,0,1,0,1,0
2023-02-13,76,1812,461,109.15,1.03,0,0,0,0,1,1,0,0
2023-02-13,73,1670,367,109.15,1.03,0,0,1,0,0,0,0,1
2023-02-13,77,852,258,109.15,1.03,0,0,1,0,0,0,1,0
2023-02-13,97,1280,244,109.15,1.03,0,0,1,0,0,1,0,0
2023-02-13,74,1693,390,109.15,1.03,0,0,0,1,0,0,0,1
2023-02-13,76,921,387,109.15,1.03,0,0,0,1,0,0,1,0
2023-02-13,56,632,434,109.15,1.03,0,0,0,1,0,1,0,0
2023-02-14,94,1325,448,94.7,1.05,0,1,0,0,0,0,0,1
2023-02-14,80,1034,359,94.7,1.05,0,1,0,0,0,0,1,0
2023-02-14,92,1960,357,94.7,1.05,0,1,0,0,0,1,0,0
2023-02-14,88,581,457,94.7,1.05,0,0,0,0,1,0,0,1
2023-02-14,63,1088,211,94.7,1.05,0,0,0,0,1,0,1,0
2023-02-14,88,1747,212,94.7,1.05,0,0,0,0,1,1,0,0
2023-02-14,95,1636,432,94.7,1.05,0,0,1,0,0,0,0,1
2023-02-14,66,859,422,94.7,1.05,0,0,1,0,0,0,1,0
2023-02-14,83,1199,362,94.7,1.05,0,0,1,0,0,1,0,0
2023-02-14,97,1849,273,94.7,1.05,0,0,0,1,0,0,0,1
2023-02-14,90,1747,259,94.7,1.05,0,0,0,1,0,0,1,0
2023-02-14,64,1745,236,94.7,1.05,0,0,0,1,0,1,0,0
2023-02-15,78,777,395,100.97,1.1,0,1,0,0,0,0,0,1
2023-02-15,69,983,441,100.97,1.1,0,1,0,0,0,0,1,0
2023-02-15,53,1230,391,100.97,1.1,0,1,0,0,0,1,0,0
2023-02-15,66,1023,392,100.97,1.1,0,0,0,0,1,0,0,1
2023-02-15,71,973,319,100.97,1.1,0,0,0,0,1,0,1,0
2023-02-15,67,805,469,100.97,1.1,0,0,0,0,1,1,0,0
2023-02-15,96,784,403,100.97,1.1,0,0,1,0,0,0,0,1
2023-02-15,85,1262,426,100.97,1.1,0,0,1,0,0,0,1,0
2023-02-15,61,1530,228,100.97,1.1,0,0,1,0,0,1,0,0
2023-02-15,60,1556,333,100.97,1.1,0,0,0,1,0,0,0,1
2023-02-15,96,578,257,100.97,1.1,0,0,0,1,0,0,1,0
2023-02-15,72,1953,425,100.97,1.1,0,0,0,1,0,1,0,0
2023-02-16,78,1015,298,92.98,0.97,0,1,0,0,0,0,0,1
2023-02-16,62,538,470,92.98,0.97,0,1,0,0,0,0,1,0
2023-02-16,78,656,274,92.98,0.97,0,1,0,0,0,1,0,0
2023-02-16,81,1653,374,92.98,0.97,0,0,0,0,1,0,0,1
2023-02-16,63,1607,221,92.98,0.97,0,0,0,0,1,0,1,0
2023-02-16,60,1348,435,92.98,0.97,0,0,0,0,1,1,0,0
2023-02-16,77,1488,220,92.98,0.97,0,0,1,0,0,0,0,1
2023-02-16,96,1368,283,92.98,0.97,0,0,1,0,0,0,1,0
2023-02-16,55,1976,456,92.98,0.97,0,0,1,0,0,1,0,0
2023-02-16,87,1685,362,92.98,0.97,0,0,0,1,0,0,0,1
2023-02-16,98,1292,479,92.98,0.97,0,0,0,1,0,0,1,0
2023-02-16,61,1794,407,92.98,0.97,0,0,0,1,0,1,0,0
2023-02-17,76,1583,344,96.08,0.85,0,1,0,0,0,0,0,1
2023-02-17,78,1832,207,96.08,0.85,0,1,0,0,0,0,1,0
2023-02-17,64,1550,373,96.08,0.85,0,1,0,0,0,1,0,0
2023-02-17,99,698,380,96.08,0.85,0,0,0,0,1,0,0,1
2023-02-17,73,877,245,96.08,0.85,0,0,0,0,1,0,1,0
2023-02-17,64,1676,421,96.08,0.85,0,0,0,0,1,1,0,0
2023-02-17,63,954,472,96.08,0.85,0,0,1,0,0,0,0,1
2023-02-17,93,1020,365,96.08,0.85,0,0,1,0,0,0,1,0
2023-02-17,97,1516,413,96.08,0.85,0,0,1,0,0,1,0,0
2023-02-17,51,1867,271,96.08,0.85,0,0,0,1,0,0,0,1
2023-02-17,60,1587,404,96.08,0.85,0,0,0,1,0,0,1,0
2023-02-17,66,571,476,96.08,0.85,0,0,0,1,0,1,0,0
2023-02-18,67,1843,294,102.96,1.03,1,1,0,0,0,0,0,1
2023-02-18,87,510,416,102.96,1.03,1,1,0,0,0,0,1,0
2023-02-18,82,601,466,102.96,1.03,1,1,0,0,0,1,0,0
2023-02-18,71,1611,240,102.96,1.03,1,0,0,0,1,0,0,1
2023-02-18,66,1087,245,102.96,1.03,1,0,0,0,1,0,1,0
2023-02-18,81,1986,279,102.96,1.03,1,0,0,0,1,1,0,0
2023-02-18,71,591,347,102.96,1.03,1,0,1,0,0,0,0,1
2023-02-18,82,1213,441,102.96,1.03,1,0,1,0,0,0,1,0
2023-02-18,82,501,424,102.96,1.03,1,0,1,0,0,1,0,0
2023-02-18,82,1088,315,102.96,1.03,1,0,0,1,0,0,0,1
2023-02-18,75,1417,302,102.96,1.03,1,0,0,1,0,0,1,0
2023-02-18,51,1689,289,102.96,1.03,1,0,0,1,0,1,0,0
2023-02-19,95,621,342,100.05,0.98,1,1,0,0,0,0,0,1
2023-02-19,83,605,322,100.05,0.98,1,1,0,0,0,0,1,0
2023-02-19,55,508,461,100.05,0.98,1,1,0,0,0,1,0,0
2023-02-19,58,1882,422,100.05,0.98,1,0,0,0,1,0,0,1
2023-02-19,81,1052,403,100.05,0.98,1,0,0,0,1,0,1,0
2023-02-19,57,1841,283,100.05,0.98,1,0,0,0,1,1,0,0
2023-02-19,96,750,206,100.05,0.98,1,0,1,0,0,0,0,1
2023-02-19,60,1607,407,100.05,0.98,1,0,1,0,0,0,1,0
2023-02-19,53,1913,221,100.05,0.98,1,0,1,0,0,1,0,0
2023-02-19,75,1394,202,100.05,0.98,1,0,0,1,0,0,0,1
2023-02-19,90,1373,213,100.05,0.98,1,0,0,1,0,0,1,0
2023-02-19,60,1477,211,100.05,0.98,1,0,0,1,0,1,0,0
2023-02-20,72,1408,224,85.85,0.96,0,1,0,0,0,0,0,1
2023-02-20,94,1766,321,85.85,0.96,0,1,0,0,0,0,1,0
2023-02-20,68,1249,372,85.85,0.96,0,1,0,0,0,1,0,0
2023-02-20,57,808,382,85.85,0.96,0,0,0,0,1,0,0,1
2023-02-20,81,806,499,85.85,0.96,0,0,0,0,1,0,1,0
2023-02-20,67,1413,410,85.85,0.96,0,0,0,0,1,1,0,0
2023-02-20,71,1048,258,85.85,0.96,0,0,1,0,0,0,0,1
2023-02-20,52,1423,401,85.85,0.96,0,0,1,0,0,0,1,0
2023-02-20,84,944,292,85.85,0.96,0,0,1,0,0,1,0,0
2023-02-20,64,852,412,85.85,0.96,0,0,0,1,0,0,0,1
2023-02-20,80,1456,223,85.85,0.96,0,0,0,1,0,0,1,0
2023-02-20,69,1304,203,85.85,0.96,0,0,0,1,0,1,0,0
2023-02-21,77,1887,219,96.57,0.92,0,1,0,0,0,0,0,1
2023-02-21,73,1446,295,96.57,0.92,0,1,0,0,0,0,1,0
2023-02-21,90,919,449,96.57,0.92,0,1,0,0,0,1,0,0
2023-02-21,83,1077,461,96.57,0.92,0,0,0,0,1,0,0,1
2023-02-21,88,1254,385,96.57,0.92,0,0,0,0,1,0,1,0
2023-02-21,61,1760,217,96.57,0.92,0,0,0,0,1,1,0,0
2023-02-21,89,520,424,96.57,0.92,0,0,1,0,0,0,0,1
2023-02-21,84,1293,207,96.57,0.92,0,0,1,0,0,0,1,0
2023-02-21,85,1251,286,96.57,0.92,0,0,1,0,0,1,0,0
2023-02-21,91,1439,213,96.57,0.92,0,0,0,1,0,0,0,1
2023-02-21,63,501,492,96.57,0.92,0,0,0,1,0,0,1,0
2023-02-21,54,1504,240,96.57,0.92,0,0,0,1,0,1,0,0
2023-02-22,96,513,430,98.39,1.04,0,1,0,0,0,0,0,1
2023-02-22,74,1607,329,98.39,1.04,0,1,0,0,0,0,1,0
2023-02-22,88,1337,344,98.39,1.04,0,1,0,0,0,1,0,0
2023-02-22,74,527,265,98.39,1.04,0,0,0,0,1,0,0,1
2023-02-22,84,1752,460,98.39,1.04,0,0,0,0,1,0,1,0
2023-02-22,50,1947,363,98.39,1.04,0,0,0,0,1,1,0,0
2023-02-22,94,1418,486,98.39,1.04,0,0,1,0,0,0,0,1
2023-02-22,60,1533,394,98.39,1.04,0,0,1,0,0,0,1,0
2023-02-22,63,1091,292,98.39,1.04,0,0,1,0,0,1,0,0
2023-02-22,59,1343,456,98.39,1.04,0,0,0,1,0,0,0,1
2023-02-22,54,1799,463,98.39,1.04,0,0,0,1,0,0,1,0
2023-02-22,92,1471,200,98.39,1.04,0,0,0,1,0,1,0,0
2023-02-23,69,1807,320,118.86,1.02,0,1,0,0,0,0,0,1
2023-02-23,92,1186,403,118.86,1.02,0,1,0,0,0,0,1,0
2023-02-23,86,804,319,118.86,1.02,0,1,0,0,0,1,0,0
2023-02-23,93,655,406,118.86,1.02,0,0,0,0,1,0,0,1
2023-02-23,55,1119,450,118.86,1.02,0,0,0,0,1,0,1,0
2023-02-23,69,833,329,118.86,1.02,0,0,0,0,1,1,0,0
2023-02-23,58,1010,492,118.86,1.02,0,0,1,0,0,0,0,1
2023-02-23,69,781,484,118.86,1.02,0,0,1,0,0,0,1,0
2023-02-23,50,618,234,118.86,1.02,0,0,1,0,0,1,0,0
2023-02-23,55,984,444,118.86,1.02,0,0,0,1,0,0,0,1
2023-02-23,54,1684,378,118.86,1.02,0,0,0,1,0,0,1,0
2023-02-23,63,1535,475,118.86,1.02,0,0,0,1,0,1,0,0
2023-02-24,99,1739,450,102.58,0.99,0,1,0,0,0,0,0,1
2023-02-24,92,625,416,102.58,0.99,0,1,0,0,0,0,1,0
2023-02-24,99,1708,238,102.58,0.99,0,1,0,0,0,1,0,0
2023-02-24,80,1707,377,102.58,0.99,0,0,0,0,1,0,0,1
2023-02-24,72,1951,493,102.58,0.99,0,0,0,0,1,0,1,0
2023-02-24,69,650,325,102.58,0.99,0,0,0,0,1,1,0,0
2023-02-24,94,807,433,102.58,0.99,0,0,1,0,0,0,0,1
2023-02-24,57,1864,328,102.58,0.99,0,0,1,0,0,0,1,0
2023-02-24,57,1168,204,102.58,0.99,0,0,1,0,0,1,0,0
2023-02-24,96,585,374,102.58,0.99,0,0,0,1,0,0,0,1
2023-02-24,83,1716,318,102.58,0.99,0,0,0,1,0,0,1,0
2023-02-24,75,926,313,102.58,0.99,0,0,0,1,0,1,0,0
2023-02-25,67,1668,225,80.81,1.0,1,1,0,0,0,0,0,1
2023-02-25,57,802,431,80.81,1.0,1,1,0,0,0,0,1,0
2023-02-25,98,1087,488,80.81,1.0,1,1,0,0,0,1,0,0
2023-02-25,50,1670,486,80.81,1.0,1,0,0,0,1,0,0,1
2023-02-25,65,1576,268,80.81,1.0,1,0,0,0,1,0,1,0
2023-02-25,90,1743,391,80.81,1.0,1,0,0,0,1,1,0,0
2023-02-25,55,1074,272,80.81,1.0,1,0,1,0,0,0,0,1
2023-02-25,82,1612,375,80.81,1.0,1,0,1,0,0,0,1,0
2023-02-25,62,1084,444,80.81,1.0,1,0,1,0,0,1,0,0
2023-02-25,62,1682,297,80.81,1.0,1,0,0,1,0,0,0,1
2023-02-25,87,993,331,80.81,1.0,1,0,0,1,0,0,1,0
2023-02-25,87,518,281,80.81,1.0,1,0,0,1,0,1,0,0
2023-02-26,62,1500,478,100.6,1.25,1,1,0,0,0,0,0,1
2023-02-26,68,1888,328,100.6,1.25,1,1,0,0,0,0,1,0
2023-02-26,73,1321,288,100.6,1.25,1,1,0,0,0,1,0,0
2023-02-26,70,1588,275,100.6,1.25,1,0,0,0,1,0,0,1
2023-02-26,56,642,292,100.6,1.25,1,0,0,0,1,0,1,0
2023-02-26,74,1940,423,100.6,1.25,1,0,0,0,1,1,0,0
2023-02-26,98,790,301,100.6,1.25,1,0,1,0,0,0,0,1
2023-02-26,75,1790,309,100.6,1.25,1,0,1,0,0,0,1,0
2023-02-26,63,1341,464,100.6,1.25,1,0,1,0,0,1,0,0
2023-02-26,52,584,481,100.6,1.25,1,0,0,1,0,0,0,1
2023-02-26,57,1315,316,100.6,1.25,1,0,0,1,0,0,1,0
2023-02-26,78,1677,352,100.6,1.25,1,0,0,1,0,1,0,0
2023-02-27,61,1656,492,98.08,1.03,0,1,0,0,0,0,0,1
2023-02-27,64,1823,427,98.08,1.03,0,1,0,0,0,0,1,0
2023-02-27,64,542,220,98.08,1.03,0,1,0,0,0,1,0,0
2023-02-27,72,1118,316,98.08,1.03,0,0,0,0,1,0,0,1
2023-02-27,64,1292,491,98.08,1.03,0,0,0,0,1,0,1,0
2023-02-27,60,550,470,98.08,1.03,0,0,0,0,1,1,0,0
2023-02-27,53,1288,340,98.08,1.03,0,0,1,0,0,0,0,1
2023-02-27,71,1286,489,98.08,1.03,0,0,1,0,0,0,1,0
2023-02-27,63,1463,251,98.08,1.03,0,0,1,0,0,1,0,0
2023-02-27,95,1250,355,98.08,1.03,0,0,0,1,0,0,0,1
2023-02-27,84,1667,305,98.08,1.03,0,0,0,1,0,0,1,0
2023-02-27,85,1169,345,98.08,1.03,0,0,0,1,0,1,0,0
2023-02-28,51,1088,331,99.65,0.88,0,1,0,0,0,0,0,1
2023-02-28,75,1868,462,99.65,0.88,0,1,0,0,0,0,1,0
2023-02-28,80,1631,273,99.65,0.88,0,1,0,0,0,1,0,0
2023-02-28,88,1408,358,99.65,0.88,0,0,0,0,1,0,0,1
2023-02-28,56,1458,440,99.65,0.88,0,0,0,0,1,0,1,0
2023-02-28,91,944,497,99.65,0.88,0,0,0,0,1,1,0,0
2023-02-28,85,1607,462,99.65,0.88,0,0,1,0,0,0,0,1
2023-02-28,50,1695,372,99.65,0.88,0,0,1,0,0,0,1,0
2023-02-28,91,1058,340,99.65,0.88,0,0,1,0,0,1,0,0
2023-02-28,71,1641,476,99.65,0.88,0,0,0,1,0,0,0,1
2023-02-28,71,1743,225,99.65,0.88,0,0,0,1,0,0,1,0
2023-02-28,58,509,320,99.65,0.88,0,0,0,1,0,1,0,0
2023-03-01,91,1083,351,111.43,1.08,0,1,0,0,0,0,0,1
2023-03-01,65,1572,353,111.43,1.08,0,1,0,0,0,0,1,0
2023-03-01,76,1816,267,111.43,1.08,0,1,0,0,0,1,0,0
2023-03-01,99,1163,218,111.43,1.08,0,0,0,0,1,0,0,1
2023-03-01,85,1583,366,111.43,1.08,0,0,0,0,1,0,1,0
2023-03-01,59,1356,345,111.43,1.08,0,0,0,0,1,1,0,0
2023-03-01,68,1492,441,111.43,1.08,0,0,1,0,0,0,0,1
2023-03-01,54,1186,248,111.43,1.08,0,0,1,0,0,0,1,0
2023-03-01,84,1631,425,111.43,1.08,0,0,1,0,0,1,0,0
2023-03-01,82,1130,348,111.43,1.08,0,0,0,1,0,0,0,1
2023-03-01,66,1161,492,111.43,1.08,0,0,0,1,0,0,1,0
2023-03-01,64,918,359,111.43,1.08,0,0,0,1,0,1,0,0
2023-03-02,60,1149,277,107.91,0.91,0,1,0,0,0,0,0,1
2023-03-02,62,1008,453,107.91,0.91,0,1,0,0,0,0,1,0
2023-03-02,74,1269,490,107.91,0.91,0,1,0,0,0,1,0,0
2023-03-02,56,1897,324,107.91,0.91,0,0,0,0,1,0,0,1
2023-03-02,88,958,479,107.91,0.91,0,0,0,0,1,0,1,0
2023-03-02,95,1741,301,107.91,0.91,0,0,0,0,1,1,0,0
2023-03-02,91,787,366,107.91,0.91,0,0,1,0,0,0,0,1
2023-03-02,94,1505,235,107.91,0.91,0,0,1,0,0,0,1,0
2023-03-02,89,852,363,107.91,0.91,0,0,1,0,0,1,0,0
2023-03-02,52,572,335,107.91,0.91,0,0,0,1,0,0,0,1
2023-03-02,82,1593,395,107.91,0.91,0,0,0,1,0,0,1,0
2023-03-02,62,1060,329,107.91,0.91,0,0,0,1,0,1,0,0
2023-03-03,54,927,226,114.03,0.86,0,1,0,0,0,0,0,1
2023-03-03,81,648,463,114.03,0.86,0,1,0,0,0,0,1,0
2023-03-03,87,566,499,114.03,0.86,0,1,0,0,0,1,0,0
